,Solute SMILES,Solvent SMILES,pKa (avg),pKa (all),Source,,,,,,
9380,NC(NN=Cc1ccc2ccccc2n1)=[NH+]c1ccccc1,O,7.52,[7.52],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9381,Cl.O=C(N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1)c1nccc(O)c1O,O,6,[6.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9382,CC(C)(C)c1ccccn1,O,5.47,"[5.72, 5.22]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9383,CCC([NH3+])Cc1ccccc1,O,10.04,[10.04],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9384,C[n+]1ccn(COCCCc2ccccc2)c1C=NO,O,8.05,[8.05],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9385,CC1CCN(C(=O)[C@H](CCCNc2cnccn2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,O,3.1,[3.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9386,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,O,3.2,[3.2],[https://bit.ly/3wF902t],,,,,,
9387,Cc1cccc(C(N)=O)c1O,O,8.48,[8.48],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9388,Oc1nc2nc[nH]c2c[nH+]1,O,1.69,[1.69],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9389,CN1[C@H]2CC[C@@H]1[C@H](C(=O)[O-])[C@H](O)C2,O,11.11,[11.11],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9390,N#Cc1ccccc1O,O,7.32,[7.32],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9391,NCCSC[C@H](N)C(=O)O,O,9.52,[9.52],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9392,NC(=O)c1ccc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)c1.[Br-].[Br-],O,7.95,[7.95],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9393,N/N=C(\N)c1ncnc2nc[nH]c12,O,10,[10.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9394,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,O,9.4,[9.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9395,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,O,8.1,[8.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9396,Cn1c(=O)c2[nH]c([N+](=O)[O-])nc2n(C)c1=O,O,3.58,[3.58],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9397,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,O,4.69,[4.69],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9398,NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],O,8.423333333,"[8.55, 8.44, 8.28]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9399,CC(=O)Oc1c(C)cc(OCC(O)C[NH2+]C(C)C)c(C)c1C,O,9.7,[9.7],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9400,Cc1ccc(NC(=O)c2ccc3nc(-c4c(C)cc(OCC(=O)O)cc4C)[nH]c3c2)cc1C,O,4.8,[4.8],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9401,C[NH+](C)CCCNc1ccnc2c([N+](=O)[O-])cccc12,O,6.91,[6.91],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9402,CC1(N)C[C@]1(C)N,O,9.03,[9.03],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9403,CC(=O)c1ccccc1,O,18.34,[18.34],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9404,Cc1ccc(Cl)c(C(=O)O)c1,O,3.12,[3.12],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9405,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,O,7.94,[7.94],"[Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
9406,Cc1cccc(C(=O)O)c1O,O,3.02,[3.02],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9407,CCN(CC)CC[S-],O,11.01,[11.01],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9408,C[NH+](C)CCN(Cc1ccc(Cl)s1)c1ccccn1,O,8.41,[8.41],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9409,CC(=O)OCC(=N/O)/C(C)=N/O,O,9.7,[9.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9410,COc1cc([C@H]2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC,O,5,[5.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9411,COc1cc(C(C#N)N2CCCCC2)cc(OC)c1OC,O,3.9,[3.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9412,CN(C)c1ccc2c(c1)Oc1c(ccc3cc(O)ccc13)C21OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,O,7.9,[7.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9413,Clc1ccc(Cn2cc(NCCN3CCOCC3)nn2)cc1Cl,O,6.7,[6.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9414,CS(=O)(=O)NC(=O)c1cc(F)c(COc2ccc(Cl)c(Cl)c2)cc1F,O,3.1,[3.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9415,O=S(=O)(Nc1ccccc1)c1ccccc1,O,8.66,"[9.1, 8.22]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9416,Cc1nc(N)c2cnn(C)c2n1,O,4.98,"[5.0, 4.96]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9417,CCC1=NCCC1,O,7.91,[7.91],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9418,Nc1ncnc2nn([C@@H]3C[C@@H](O)[C@H](CO)O3)nc12,O,3.1,[3.1],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9419,C[C@H]1[C@H]([NH3+])[C@@H]1N,O,4.35,[4.35],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9420,COC(=O)CC[C@H](NC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)N[C@H](Cc4ccccc4)C(=O)O)cc32)c1C)C(=O)OC,O,3.01,[3.01],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9421,CCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c(O)c(I)c1,O,4.89,[4.89],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9422,CCC(CC)c1ccc2c(NCCCNCc3cc(F)ccc3OC)ccnc2c1,O,9.47,[9.47],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9423,Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)nc1,O,4.9,[4.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9424,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O,0.645,"[1.29, 0.0]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9425,CC(=O)/C(C)=N/OCc1cc(=O)oc2ccc(C)cc12,O,5.7,[5.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9426,C[C@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,O,5.7,[5.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9427,[O-][n+]1ccc2ccccc2c1,O,1.01,[1.01],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9428,Oc1ccc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)ccc2c1,O,9.63,[9.63],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9429,COc1ccc(F)cc1CNCCCNc1ccnc2cc(Cc3ccc(C#N)cc3)ccc12,O,9.47,[9.47],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9430,S=CNc1cccc(Cl)c1,O,10.8,[10.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9431,COc1cccc(CNCCCNc2ccnc3cc(-c4ccccc4)ccc23)c1O,O,9.47,[9.47],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9432,Nc1cn[nH]c1,O,5.57,[5.57],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9433,CNc1ncnc2nc(C)c(C)nc12,O,4.15,[4.15],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9434,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,O,9.27,[9.27],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9435,COC(=O)c1ccccc1-c1c2ccc(=N)cc-2oc2cc(N)ccc12,O,4.095,"[4.57, 3.62]","[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954., Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9436,CC[Si](C)(C)CC(=O)O,O,5.4,[5.4],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9437,CC(C)c1cc(C(=O)N2Cc3ccc(C(=O)N4CCN(C)CC4)cc3C2)c(O)cc1O,O,6.8,[6.8],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9438,COCCNC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,O,4.4,[4.4],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9439,CCN(CC)Cc1cc([N+](=O)[O-])c2ccccc2c1[O-],O,11.04,[11.04],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9440,Nc1nc(N)c2cn[nH]c2n1,O,5.56,"[5.58, 5.54]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9441,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,O,5.5,[5.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9442,c1ccc(Oc2cccnc2)cc1,O,4.24,[4.24],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9443,OCCC[C@H]1CC[C@@H]2CCCN21,O,11.17,[11.17],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9444,O=C(O)c1ccccc1C(=O)C(Cl)(Cl)Cl,O,4.99,[4.99],[https://bit.ly/3wF902t],,,,,,
9445,CN(C)c1ccc(/C=N/O)cc1,O,11.34,[11.34],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9446,CCCCCCOC[n+]1ccn(C)c1/C=N/O.[Cl-],O,8.03,[8.03],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9447,O=C(O)c1nc(-c2cccs2)nc(O)c1O,O,7.7,[7.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9448,CCN(C)CCOCCN(C)C,O,9.65,[9.65],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9449,C/N=C(\NC)NCc1ccccc1,O,10.6,[10.6],[https://bit.ly/3wF902t],,,,,,
9450,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccc([N+](=O)[O-])cc12,O,5.63,[5.63],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9451,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(N)c2)n1,O,4.7,[4.7],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9452,CCNN(C)C,O,6.58,[6.58],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9453,[NH3+]CCCC#CC#CCCC(=O)O,O,4.12,[4.12],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9454,CCCCCCCCCCCCCCCC(=O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,O,4.21,[4.21],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9455,Nc1ccc(C(=O)O)cc1F,O,4.35,[4.35],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9456,CN(C)C(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN)c1ccccc1,O,10.3,[10.3],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9457,Nc1ccc2c(c1Br)CCCC2,O,3.05,[3.05],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9458,COC(=O)C1C(O)CC2CCC1[NH+]2C,O,8.66,[8.66],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9459,CCOc1ccc(C)c(C(=O)O)c1,O,3.86,[3.86],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9460,Cc1ccn2c(=O)cc(-c3ccccc3)nc2c1,O,3.11,[3.11],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9461,O=c1[nH]c2ccccc2nc1[O-],O,12.3,[12.3],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9462,CO[C@H]1CN(c2nc(-c3ncnn3C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,O,4.5,[4.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9463,Nc1cc(/C=C/c2c[nH]c3ccccc23)nc2ccccc12,O,9.5,[9.5],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9464,O=C([O-])COc1ccc2ccccc2c1,O,3.2,[3.2],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9465,O=C1c2ccccc2C(=O)C1Cc1ccccc1,O,5.9,[5.9],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9466,CCCCCCCCCCn1cc(CCCN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,O,9.9,[9.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9467,Clc1cccc(-c2ccccn2)n1,O,3.7,[3.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9468,CC1(C)CC(=O)CC(C)(C)[NH2+]1,O,7.9,[7.9],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9469,C[C@H]1CN[C@@H](C)CN1,O,9.98,[9.98],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9470,COc1cc(C(=O)O[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc(OC)c1OC,O,8.91,[8.91],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9471,CC(C)(C#N)N1CCCCC1,O,9.22,[9.22],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9472,CC(C)c1c[nH+]ccc1N(C)C,O,8.26,[8.26],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9473,CCOC(=O)/N=[N+](/[O-])c1ccc(C(=O)[O-])cc1,O,4.62,[4.62],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9474,CCOc1ccccc1NC(=O)OCC[NH+]1CCCCC1,O,8.88,[8.88],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9475,Cc1nc2c3c(c(C(=O)NC4CC4)cn2c1C)CCC(c1ccccc1)O3,O,6.69,[6.69],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9476,O=C(O)c1ccc(Oc2ccccc2)cc1,O,4.52,[4.52],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9477,COc1ccc2c3c1O[C@H]1[C@@H](O)C=CC4[C@@H](C2)NCC[C@@]341,O,9.23,"[9.23, 9.23]","[https://bit.ly/3wF902t, Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
9478,Cc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCC3)cn2)c1,O,6.02,[6.02],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9479,CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,O,9.6,[9.6],"[Settimo et al., Pharma. Res., 2014, 31, 1082-1095.]",,,,,,
9480,CC1CCCCC1OCC(=O)[O-],O,3.8,[3.8],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9481,COc1ccc(CC[NH2+]CC(O)COc2ccc(Cc3[nH]c(C)c[nH+]3)cc2)cc1OC,O,8.32,[8.32],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9482,O=C1NC(=O)C2(CCCC2)C(=O)N1,O,8.83,[8.83],[https://bit.ly/3wF902t],,,,,,
9483,O=C1c2ncnc([O-])c2C(=O)c2nc[nH]c21,O,5.99,[5.99],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9484,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccc([N+](=O)[O-])cc3nc12,O,4.71,[4.71],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9485,C[N+]1(CCCC(=O)O)CCCCC1,O,4.11,[4.11],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9486,Cc1ccccc1[C@@H]1CCc2c(C(=O)N(C)C)cn3c(C)c(C)nc3c2O1,O,7.15,[7.15],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9487,CCCC(=NO)C(=O)[O-],O,3.19,[3.19],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9488,Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(N)c2c1,O,3.6,[3.6],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9489,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,O,0,[0.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9490,C[n+]1cccc(O)c1,O,4.96,[4.96],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9491,OC(O)c1ccncc1,O,12.2,[12.2],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9492,C[n+]1ccn(COC(=O)c2ccc3c(c2)OCO3)c1C=NO,O,7.75,[7.75],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9493,CC1(C2CCCC2)Cc2cc(OC/C=C/CC(=O)O)c(Cl)c(Cl)c2C1=O,O,5.1,[5.1],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9494,O=C(O)[C@@H]1O[C@H](Oc2ccc3ccc[nH+]c3c2)[C@@H](O)[C@H](O)[C@H]1O,O,3,[3.0],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9495,Fc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)cc1,O,4.2,[4.2],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9496,CN(C)CCSCCN(C)C,O,9.1,[9.1],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9497,COCCCN,O,9.92,[9.92],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9498,c1ccc(C2[NH+]=C3NCCN3c3ccccc32)cc1,O,9.08,[9.08],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9499,O=C1CN=C(c2cccc(C(F)(F)F)c2)c2ccccc2N1,O,3.22,[3.22],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9500,COc1c(OCC(O)CN2CCCC2)cc2oc3cc(OCC(O)CN4CCCC4)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,O,11.27,[11.27],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9501,O=C([O-])CC(=O)/C=N/O,O,8.7,[8.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9502,N#CC(C#N)Cc1ccc(Cl)cc1,O,11.49,[11.49],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9503,C[NH+](C)C1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)C2(O)C([O-])=C3C(=O)c4c([O-])cccc4C(C)(O)C3CC12,O,7.4,[7.4],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9504,C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,O,9.07,[9.07],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9505,CN[C@H]1CCCC[C@@H]1O,O,10.16,[10.16],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9506,CCCCOc1ccccc1C(=O)OCC[NH+](CC)CC,O,8.89,[8.89],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9507,CC#CCOC(=O)Nc1cc(Cl)ccc1O,O,14.16,[14.16],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9508,COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,O,8.52,[8.52],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9509,Cc1noc(C2CN3CCN2CC3)n1,O,6,[6.0],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9510,CCCCCCCCCOC[n+]1ccc(/C=N/O)cc1.[Cl-],O,8.15,[8.15],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9511,O=c1c2ccccc2[nH]c2ccccc12,O,-0.32,[-0.32],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9512,COc1cccc(Nc2ncnc3ccccc23)c1.Cl,O,5.37,[5.37],['sampl6.sdf'],,,,,,
9513,[S-]c1nccc2ccccc12,O,10.82,[10.82],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9514,O=S(=O)(N[C@H](CO)C(CC(F)(F)F)CC(F)(F)F)c1ccc(Cl)s1,O,8.9,[8.9],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9515,Cc1ccc2nc3ccc(N)cc3nc2c1,O,4.8,[4.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9516,O=C(c1ccccc1)n1cnc2ccccc21,O,1.8,[1.8],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9517,CC(=CC(=S)C(F)(F)F)Nc1ccccc1,O,10.2,[10.2],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9518,c1ccc(N2CC[NH2+]CC2)cc1,O,9.02,[9.02],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9519,CCC12CC3CC(CC(N)(C3)C1)C2,O,10.61,[10.61],"[Gaulton et al., Nucleic Acids Res., 2017, 45, 945-954.]",,,,,,
9520,CC(C)(C)c1ccnc(C(C)(C)C)c1,O,6.7,[6.7],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9521,Cc1cc(C)n(Cc2cc(C)n(C)n2)n1,O,3.39,[3.39],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9522,CCC1(C2=CCCCCC2)C(=O)NC(=O)N(C)C1=O,O,7.85,[7.85],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9523,NS(=O)(=O)c1cc2cc(CNCC(F)(F)F)sc2s1,O,3.75,[3.75],"[Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
9524,CCCCCCCCCCCCN(CC(O)CC)CC(O)CC,O,5.6,[5.6],"[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473.]",,,,,,
9525,O=C(NBr)C(Cl)Cl,O,4.68,[4.68],[https://bit.ly/3wF902t],,,,,,
9526,COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,O,4.52,[4.52],[https://bit.ly/3wF902t],,,,,,
9527,CSc1cccc2ncccc12,O,4.48,"[4.5, 4.46]","[Sander et al., J. Chem. Inf. Model, 2015, 55 (2), 460-473., Slater, J. Comput. Aided Mol. Des.,2014, 28, 1031-1034.]",,,,,,
