,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all),Acid type,Solvent name
1384,c1ccc2[nH]ccc2c1,O,120-72-9,1H-indole,16.97,[16.97],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,water
1385,C#CCc1c(C)nc(O)nc1C,O,0,0,10.25,[10.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
1386,C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,O,0,0,8.14,[8.14],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1387,[NH3+]c1cc(Cl)ccc1Cl,O,0,0,1.57,[1.57],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1388,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CC#N,534-52-1,"2-methyl-4,6-dinitrophenol",16.97,[16.97],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,acetonitrile
1389,CC(=O)c1ccccc1[NH3+],O,0,0,2.22,[2.22],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1390,Nc1[nH+]cccc1[N+](=O)[O-],O,0,0,2.33,[2.33],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1391,C[S@](=O)O,O,0,0,1.65,[1.65],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",acidic hydroxyl,water
1392,Sc1cccc(Cl)c1,O,0,0,5.78,[5.78],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
1393,C=CCc1c(C)nc(O)nc1C,O,0,0,10.74,[10.74],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
1394,CCOC(=O)c1ccccc1[NH+](C)C,O,0,0,5.48,[5.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1395,CC(C)[NH2+]C[C@H](O)c1cccc(Cl)c1,O,0,0,9.42,[9.42],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1396,Oc1ccc2ccccc2c1/N=N/c1nccs1,O,0,0,8.94,[8.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1397,C[C@@H]1CCC[N@H+](C)C1,O,0,0,10.02,[10.02],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1398,Cn1cc[nH+]c1C(=O)O,O,0,0,1.53,[1.53],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1399,C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,O,0,0,6.755,"[7.91, 5.6]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1400,C[NH2+][C@H](C)Cc1ccccc1,O,0,0,9.99,[9.99],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1401,O=S(=O)(c1cc(S(=O)(=O)C(F)(F)F)c(O)c(S(=O)(=O)C(F)(F)F)c1)C(F)(F)F,C(CCl)Cl,71571-37-4,"2,4,6-tris(trifluoromethylsulfonyl)phenol",38.4,"[38.4, 38.4]","[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,DCE
1402,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1CCC[C@H]1C(=O)[O-],O,0,0,6.4,[6.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1403,CC(C)c1cc(O)c(=O)ccc1Br,O,0,0,4.54,[4.54],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1404,CC(C)c1ccc([C@H](C)[NH3+])cc1,O,0,0,9.42,[9.42],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1405,Cc1nc(O)nc(C)c1C,O,0,0,10.85,[10.85],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",hydroxyl alcohol,water
1406,c1cnc[nH+]c1,C1CCOC1,-,pyrimidin-1-ium,2.4,[2.4],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
1407,N#Cc1cc([NH3+])cc([N+](=O)[O-])c1,O,0,0,0.45,[0.45],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1408,C[NH+]1C(C)(C)CCCC1(C)C,O,0,0,11.19,[11.19],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1409,Oc1ccc(/N=N/c2ccccn2)c2ccccc12,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1410,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C[C@@H](C)[NH2+]1,O,0,0,8.94,[8.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1411,O=C(O)C(=O)O,CC#N,144-62-7,oxalic acid,14.5,[14.5],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",carboxylic acid,acetonitrile
1412,N#CC(C#N)=C(N)C(C#N)C#N,C(CCl)Cl,98555-43-2,"2-aminoprop-1-ene-1,1,3,3-tetracarbonitrile",38.2,[38.2],"[Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,DCE
1413,CC(C)(C(=O)O)c1ccc([C@@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,O,0,0,4.895,"[7.53, 2.26]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1414,C[N@@H+](CCO)CCCl,O,0,0,7.48,[7.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1415,[NH3+]c1cc(Cl)c2ccccc2c1,O,0,0,3.38,[3.38],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1416,[NH3+]c1c(Cl)cc(Cl)cc1Cl,O,0,0,-0.03,[-0.03],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1417,CC(C)C[NH3+],O,58471-06-0,2-methylpropylazanium,10.57,"[10.42, 10.72]","[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1418,COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O)cc1,O,0,0,8.08,[8.08],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1419,CC(C)[NH2+]C[C@H](O)c1ccc(Cl)cc1,O,0,0,9.21,[9.21],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1420,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,118-96-7,"2-methyl-1,3,5-trinitrobenzene",23.2,[23.2],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",C-H acid,acetonitrile
1421,[NH3+]c1ccc([C@@]23CCC[C@@H]2C3)cc1,O,0,0,4.98,[4.98],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1422,CN(C)CCNc1cc(-c2ccc(N3CC[NH+](C)CC3)cc2)nc2ccccc12,O,0,0,8.94,[8.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1423,CN(C)c1cc(O)ncn1,O,0,0,10.49,[10.49],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1424,Cc1nc(N)[nH+]cc1Br,O,0,0,2.61,[2.61],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1425,Cc1c(C)c(O)c(C)c(C)c1O,O,0,0,11.25,[11.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1426,Nc1cc(Cl)cc[nH+]1,O,0,0,5.7,[5.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1427,C[NH2+][C@H](C)Cc1ccc(OC)c(OC)c1,O,0,0,9.81,[9.81],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1428,Clc1ccc(C[NH2+]C(Cc2ccccc2)Cc2ccccc2)cc1,O,0,0,6.1,[6.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1429,CCOc1cccc([NH3+])c1,O,0,0,4.18,[4.18],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1430,[NH3+]CCSCCO,O,0,0,9.41,[9.41],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1431,N#Cc1cccc(S(N)(=O)=O)c1,CC#N,3118-68-1,3-cyanobenzenesulfonamide,23.23,[23.23],"[Eckert et al., J. Comput. Chem., 2009, 30, 799-810.]",amine,acetonitrile
1432,CCCCC[C@@H]([NH3+])c1ccccc1,O,0,0,8.87,[8.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1433,COc1ccc([C@@H]2C[C@H]2[NH3+])cc1,O,0,0,8.32,[8.32],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1434,Cc1ccccc1C[C@@H](C(=O)O)[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.2,[9.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1435,CC(C)[NH2+]C[C@H](O)c1cccc(-c2ccccc2)c1,O,0,0,9.49,[9.49],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1436,CNc1nc(O)cc[nH+]1,O,0,0,3.9,[3.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1437,CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,O,0,0,8.68,[8.68],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1438,CC[C@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,O,0,0,4.62,[4.62],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1439,O=C1NC(=O)C([N+](=O)[O-])C(=O)N1,CS(=O)C,480-68-2,"5-nitro-1,3-diazinane-2,4,6-trione",0.8,[0.8],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,DMSO
1440,CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,O,0,0,6.1,[6.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1441,c1ccc(C[NH+]2CCCC2)nc1,O,0,0,8.56,[8.56],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1442,Cc1nc(C(=O)O)c(C)o1,O,0,0,4.17,[4.17],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1443,CCOC(=O)c1ccc(O)cc1,O,0,0,8.34,[8.34],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1444,Oc1ccc2ccncc2c1,O,0,0,8.9,[8.9],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1445,CCCC[NH2+]CCCC,O,-,dibutylazanium,11.25,"[11.25, 11.25]","[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1446,Clc1ccc2nsnc2c1NC1=[NH+]CCN1,O,0,0,7.52,[7.52],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1447,FC(F)(F)CS,O,0,0,7.3,[7.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",thiol,water
1448,O=C(O)C(c1ccccc1)c1ccccc1,O,0,0,3.94,[3.94],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1449,COc1cc([NH3+])cc([N+](=O)[O-])c1,O,0,0,2.11,[2.11],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1450,[NH3+]c1ccc(Cl)cc1[N+](=O)[O-],CC#N,,(4-chloro-2-nitrophenyl)azanium,3.8,[3.8],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,acetonitrile
1451,CCC[NH+](CC)CC,CS(=O)C,-,diethyl(propyl)azanium,9,[9.0],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
1452,O=C(O)CCI,O,0,0,4.09,[4.09],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1453,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,O,0,0,12.15,[12.15],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1454,CN(C)c1c(F)c(F)c(Nc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CS(=O)C,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",12.7,[12.7],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,DMSO
1455,NCC[NH3+],C1CCOC1,-,2-aminoethylazanium,13.6,[13.6],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
1456,CCCCNc1nccc[nH+]1,O,0,0,4.14,[4.14],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1457,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCC[NH+]3CCOCC3)c3ccccc23)cc1,O,0,0,6.41,[6.41],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1458,CC[C@@H](C)C(=O)O,O,0,0,4.81,[4.81],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1459,COc1ccc(OC)c([C@@H](O)CNC(=O)C[NH3+])c1,O,0,0,7.59,[7.59],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1460,c1ccc(CC2=[NH+]CCN2)cc1,O,0,0,10.7,[10.7],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1461,C[NH+](C)Cc1ccccc1,O,0,0,8.91,[8.91],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1462,[NH3+]c1ccc(OC(F)(F)F)cc1,O,0,0,3.82,[3.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1463,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.2,[9.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1464,C[NH+](C)CCC(=O)Cc1ccccc1,O,0,0,8.3,[8.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1465,N#CC(C#N)c1cccc(C(F)(F)F)c1,CC#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,14.715,"[14.72, 14.72, 14.7, 14.72]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,acetonitrile
1466,CC[C@@H]([NH3+])c1ccc(Cl)cc1,O,0,0,9.1,[9.1],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1467,O=c1c(F)c(F)[nH]c(F)c1F,CC#N,2693-66-5,"2,3,5,6-tetrafluoro-1H-pyridin-4-one",15.395,"[15.4, 15.39, 15.39, 15.4]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",amine,acetonitrile
1468,c1ccc(C[NH+](Cc2ccccc2)Cc2ccccc2)cc1,CC#N,-,tribenzylazanium,12.9,[12.9],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
1469,CCC[N@H+](C)c1ccccc1,O,0,0,5.76,[5.76],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1470,C[NH2+][C@H](C)CC1CCCCC1,O,0,0,10.52,[10.52],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1471,COc1ccccc1/C=C/C(=O)O,O,0,0,4.46,[4.46],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1472,C[NH2+]C[C@H](C)c1ccccc1,O,0,0,10.07,[10.07],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1473,CCOC(=O)C(C#N)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,CC#N,32251-53-9,"ethyl 2-cyano-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetate",16.0775,"[16.08, 16.08, 16.07, 16.08]","[Eckert et al., J. Comput. Chem., 2009, 30, 799-810., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,acetonitrile
1474,CC(C)(C)c1cc[nH+]c(N)n1,O,0,0,4.58,[4.58],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1475,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,O,0,0,5.82,[5.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1476,Cc1cc(O)cc(C)c1C,O,0,0,10.25,[10.25],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1477,O=S(=O)(Cc1ccccc1)C(F)(F)F,CC#N,-,trifluoromethylsulfonylmethylbenzene,27.19,"[27.19, 27.19]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",C-H acid,acetonitrile
1478,C[C@H]1CC[C@@H](O)[C@@H]([NH3+])C1,O,0,0,9.38,[9.38],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1479,O=C(O)C[N+](=O)[O-],O,0,0,1.48,[1.48],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1480,C[NH2+]C[C@H](O)c1ccc(Cl)c(Cl)c1,O,0,0,9.11,[9.11],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1481,C1C[NH+]2CCC1CC2,O,0,0,10.975,"[10.95, 11.0]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,water
1482,O=C(O)CCc1ccc([N+](=O)[O-])cc1,O,0,0,4.54,[4.54],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1483,COc1ccc(C(=O)N(O)c2ccccc2C)cc1,O,0,0,8.44,[8.44],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",acidic hydroxyl,water
1484,CCC(C)(C)[NH3+],O,0,0,10.72,[10.72],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1485,Cc1ccccc1C[C@@H](C(=O)[O-])N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.2,[9.2],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1486,Cc1cc(O)cc(O)c1C(=[NH2+])c1ccccc1,O,0,0,6.75,[6.75],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1487,O=C(Cc1ccccc1)NO,O,0,0,9.19,[9.19],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",amine,water
1488,C[C@@H](CO)[NH2+]CCc1ccc(O)c(O)c1,O,0,0,9.87,[9.87],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1489,Cc1cccc(Cl)c1[NH3+],O,0,0,3.62,[3.62],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1490,N#Cc1c(O)nc(N)nc1-c1ccccc1,O,0,0,6.52,[6.52],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",phenol,water
1491,c1ccc2[nH+]ccnc2c1,CC#N,,quinoxalin-1-ium,7.4,[7.4],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,acetonitrile
1492,COc1c(Br)cc([NH3+])cc1Br,O,0,0,2.98,[2.98],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1493,N#CC(c1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F)c1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,C(CCl)Cl,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",53.26666667,"[53.0, 53.4, 53.4]","[Kutt et al., Tetrahedron Lett., 2018., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Paenurk et al., Chem. Sci., 2017, 8, 6964-6973.]",C-H acid,DCE
1494,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,CC#N,573-56-8,"2,6-dinitrophenol",16.74,"[16.74, 16.74]","[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419., Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",phenol,acetonitrile
1495,Cc1cc(C)cc([NH2+][C@H]2CCc3ccccc32)c1,O,0,0,1.3,[1.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1496,C[NH+](C)C,CS(=O)C,,trimethylazanium,8.4,[8.4],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,DMSO
1497,CN1CC[NH+](C)CC1,C1CCOC1,-,"1,4-dimethylpiperazin-1-ium",12.4,[12.4],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,THF
1498,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,O,0,0,7.48,"[8.76, 6.2]","[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997. ,   Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1499,C[C@@H]([NH3+])CCCc1ccc(O)cc1,O,0,0,9.4,[9.4],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1500,O=C([O-])[C@H](c1ccccc1)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O,0,0,9.6,[9.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1501,CCCC(=O)SCC[NH+](C)C,O,0,0,8.32,[8.32],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1502,c1ccc([C@@H]2CCC[NH2+]2)cc1,O,0,0,9.6,[9.6],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1503,Fc1nc(F)c(F)c(Nc2ccccc2)c1F,CS(=O)C,39077-43-5,"2,3,5,6-tetrafluoro-N-phenylpyridin-4-amine",8.3,[8.3],"[Kutt et al., Eur. J. Org. Chem., 2021, 2021 (9), 1407-1419.]",amine,DMSO
1504,CN(C)CC[NH+](C)C,CC#N,-,2-(dimethylamino)ethyl-dimethylazanium,18.69,[18.69],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",protonated amine,acetonitrile
1505,c1ccc2[nH+]c(-c3cscn3)[nH]c2c1,O,,"4-(1H-benzimidazol-3-ium-2-yl)-1,3-thiazole",4.64,[4.64],"[Lokov et al., Eur. J. Org. Chem., 2017, 30, 4475-4489.]",protonated amine,water
1506,Nc1ncc(-c2ccc(Br)cc2)c[nH+]1,O,0,0,3.06,[3.06],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1507,N[NH3+],O,18500-32-8,aminoazanium,7.96,[7.96],"[Tshepelvitsh et al., Eur. J. Org. Chem., 2019, 6735-6748.]",inorganic,water
1508,O=C(O)c1cc(/N=N/c2ccccc2)ccc1O,O,0,0,2.3,[2.3],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
1509,[NH3+]c1ccccc1-c1ccccc1,O,0,0,3.82,[3.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",protonated amine,water
1510,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,O,0,0,2.82,[2.82],"[Hunt et al.. J. Chem. Inf. Model, 2020, 60 (6), 2989-2997.]",carboxylic acid,water
