Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
CC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,CC#N,500721-89-1,"4-methyl-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",5.91,"[6.19, 5.86, 5.82, 5.82, 5.86]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=C(C=C1)O,CC#N,106-44-5,4-methylphenol,27.45,[27.45],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=CC=C(C=C1)S(=O)(=O)N,CS(=O)C,70-55-3,4-methylbenzenesulfonamide,16.3,[16.3],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC=C(C=C1)S(=O)(=O)N,CC#N,70-55-3,4-methylbenzenesulfonamide,25.885,"[24.82, 26.95]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CC1=CC=C(C=C1)S(=O)(=O)N,O,70-55-3,4-methylbenzenesulfonamide,10.21,[10.21],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C(F)(F)F,CC#N,215395-07-6,4-methyl-N-(trifluoromethylsulfonyl)benzenesulfonamide,5.84,"[5.82, 5.86]","['pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],CC#N,215395-06-5,4-chloro-N-(4-methylphenyl)sulfonyl-3-nitrobenzenesulfonamide,9.71,[9.71],['leito_acids']
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],C(CCl)Cl,100724-78-5,4-methyl-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,43.3,[43.3],['leito_acids']
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],CC#N,100724-78-5,4-methyl-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,10.04,"[10.04, 10.04, 10.04, 10.04]","['DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'leito_acids']"
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)C,CN(C)C=O,3695-00-9,4-methyl-N-(4-methylphenyl)sulfonylbenzenesulfonamide,3.87,[3.87],['Ejoc202001649-sup-00001-misc_information.pdf']
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)C,CC#N,3695-00-9,4-methyl-N-(4-methylphenyl)sulfonylbenzenesulfonamide,11.97,"[11.97, 11.97, 11.97, 11.97]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,CC#N,69173-28-0,N-(4-chlorophenyl)sulfonyl-4-methylbenzenesulfonamide,11.1,[11.1],['leito_acids']
CC1=CC=C(C=C1)S(=O)(=O)O,CC#N,104-15-4,4-methylbenzenesulfonic acid,8.41,"[8.45, 8.01, 8.5, 8.5, 8.5, 8.5]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CC1=CC=CC=[NH+]1,CC#N,,2-methylpyridin-1-ium,13.32,[13.32],['pKa_values_of_nitrogen_heterocycles.pdf']
CC1=CC=CC=C1[NH3+],CC#N,,(2-methylphenyl)azanium,10.5,[10.5],['pKa_values_of_nitrogen_heterocycles.pdf']
CC1=CC=CC=C1O,CC#N,95-48-7,2-methylphenol,27.5,[27.5],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CC1=CNC(=O)[NH2+]C1=O,CC#N,,"5-methyl-1H-pyrimidin-3-ium-2,4-dione",2.7,[2.7],['pKa_values_of_nitrogen_heterocycles.pdf']
CC1=CNC(=O)[NH2+]C1=O,O,,"5-methyl-1H-pyrimidin-3-ium-2,4-dione",0,[0.0],['pKa_values_of_nitrogen_heterocycles.pdf']
CCC(C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,CC#N,126661-13-0,1-nitro-4-(1-nitropropyl)benzene,23.9,[23.9],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CCC[NH+](CC)CC,C1CCOC1,-,diethyl(propyl)azanium,12.7,[12.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CC)CC,O,-,diethyl(propyl)azanium,10.5,[10.5],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CC)CC,CS(=O)C,-,diethyl(propyl)azanium,9,[9.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CC)CC,CC#N,-,diethyl(propyl)azanium,18.2,[18.2],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CCC)CCC,CC#N,-,tripropylazanium,18.26,[18.26],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CCC)CCC,C1CCOC1,-,tripropylazanium,13,[13.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CCC)CCC,O,-,tripropylazanium,10.65,[10.65],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH+](CCC)CCC,CS(=O)C,-,tripropylazanium,10.7,[10.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH2+]CCC,O,-,dipropylazanium,11,[11.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH2+]CCC,CS(=O)C,-,dipropylazanium,10.3,[10.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH2+]CCC,CC#N,-,dipropylazanium,18.8,[18.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH3+],C1CCOC1,,propylazanium,13.8,[13.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH3+],O,,propylazanium,10.53,[10.53],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH3+],CS(=O)C,,propylazanium,10.7,[10.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCC[NH3+],CC#N,,propylazanium,18.44,[18.44],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC(=O)O,CC#N,107-92-6,butanoic acid,22.7,[22.7],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CCCC[NH+](CCCC)CCCC,C1CCOC1,-,tributylazanium,12.7,[12.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH+](CCCC)CCCC,O,-,tributylazanium,10.89,[10.89],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH+](CCCC)CCCC,CS(=O)C,-,tributylazanium,8.4,[8.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH+](CCCC)CCCC,CC#N,-,tributylazanium,18.09,[18.09],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH2+]CCCC,CS(=O)C,-,dibutylazanium,10,[10.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH2+]CCCC,CC#N,-,dibutylazanium,18.31,[18.31],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH2+]CCCC,C1CCOC1,-,dibutylazanium,12.6,[12.6],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH2+]CCCC,O,-,dibutylazanium,11.25,[11.25],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH3+],C1CCOC1,-,butylazanium,13.4,[13.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH3+],O,-,butylazanium,10.59,[10.59],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH3+],CS(=O)C,-,butylazanium,11.1,[11.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCCC[NH3+],CC#N,-,butylazanium,18.26,[18.26],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC#N,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,32.94,[32.94],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,O,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,20,[20.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,C1CCOC1,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,25.3,[25.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCNP(=N[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CS(=O)C,-,[[bis(dimethylamino)-(ethylamino)-_5-phosphanylidene]amino]-tris(dimethylamino)phosphanium,21.15,[21.15],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C(CCl)Cl,2226486-80-0�,,47.8,[47.8],['leito_acids']
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)C(F)(F)F)F)F,CS(=O)C,32251-53-9,"ethyl 2-cyano-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetate",3,"[3.0, 3.0]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)C(F)(F)F)F)F,C(CCl)Cl,32251-53-9,"ethyl 2-cyano-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetate",50.6,"[50.6, 50.6]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)C(F)(F)F)F)F,CC#N,32251-53-9,"ethyl 2-cyano-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetate",16.0775,"[16.08, 16.08, 16.07, 16.08]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)Cl)F)F,CS(=O)C,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",4.5,[4.5],['a_unified_view_to_bronsted_acidity_scales.pdf']
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)Cl)F)F,CC#N,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",17.39,"[17.39, 17.39]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)Cl)F)F,C(CCl)Cl,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",52.2,[52.2],['leito_acids']
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)F)F)F,O,2340-87-6,"ethyl 2-cyano-2-(2,3,4,5,6-pentafluorophenyl)acetate",5.89,[5.89],['Ejoc202001649-sup-00001-misc_information.pdf']
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)F)F)F,CS(=O)C,2340-87-6,"ethyl 2-cyano-2-(2,3,4,5,6-pentafluorophenyl)acetate",4.9,"[4.7, 5.1]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)F)F)F,C(CCl)Cl,2340-87-6,"ethyl 2-cyano-2-(2,3,4,5,6-pentafluorophenyl)acetate",52.5,"[52.5, 52.5]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(C(=C(C(=C1F)F)F)F)F,CC#N,2340-87-6,"ethyl 2-cyano-2-(2,3,4,5,6-pentafluorophenyl)acetate",17.745,"[17.75, 17.75, 17.73, 17.75]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(C(=CC(=C1F)F)F)F,CC#N,55852-22-7,"ethyl 2-cyano-2-(2,3,5,6-tetrafluorophenyl)acetate",18.08,[18.08],['leito_acids']
CCOC(=O)C(C#N)C1=C(C(=NC(=C1F)F)F)F,CS(=O)C,55810-61-2,"ethyl 2-cyano-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetate",3.2,[3.2],['a_unified_view_to_bronsted_acidity_scales.pdf']
CCOC(=O)C(C#N)C1=C(C(=NC(=C1F)F)F)F,C(CCl)Cl,55810-61-2,"ethyl 2-cyano-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetate",49.4,[49.4],['leito_acids']
CCOC(=O)C(C#N)C1=C(C(=NC(=C1F)F)F)F,CC#N,55810-61-2,"ethyl 2-cyano-2-(2,3,5,6-tetrafluoropyridin-4-yl)acetate",14.9,"[14.9, 14.9]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F,C(CCl)Cl,62325-34-2,"ethyl 2-cyano-2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetate",52,[52.0],['leito_acids']
CCOC(=O)C(C#N)C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F,CC#N,62325-34-2,"ethyl 2-cyano-2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetate",17.5,"[17.5, 17.5]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'leito_acids']"
CCOC(=O)C(C#N)C1=C(F)C(=C(Cl)C(=C1F)F)F,CC#N,55810-56-5,"ethyl 2-(4-chloro-2,3,5,6-tetrafluorophenyl)-2-cyanoacetate",17.385,"[17.39, 17.38]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CCOC(=O)C(C#N)C1=C(F)C(=CC(=C1F)F)F,CS(=O)C,55852-22-7,"ethyl 2-cyano-2-(2,3,5,6-tetrafluorophenyl)acetate",4.9,[4.9],['Ejoc202001649-sup-00001-misc_information.pdf']
CCOC(=O)C(C#N)C1=C(F)C(=CC(=C1F)F)F,CC#N,55852-22-7,"ethyl 2-cyano-2-(2,3,5,6-tetrafluorophenyl)acetate",18.075,"[18.08, 18.07]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CCOC(=O)C(C#N)C1=C(F)C(=NC(=C1F)F)F,CC#N,55810-61-2,ethyl 2-cyano-2-(perfluoropyridin-4-yl)acetate,14.895,"[14.9, 14.89]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CCOC(=O)C(C#N)C1=C(F)C(=NC(=C1F)F)F,CS(=O)C,55810-61-2,ethyl 2-cyano-2-(perfluoropyridin-4-yl)acetate,3.2,[3.2],['Ejoc202001649-sup-00001-misc_information.pdf']
CCOC(=O)C(C#N)C1=C(F)C(=NC(=C1F)F)F,C(CCl)Cl,55810-61-2,ethyl 2-cyano-2-(perfluoropyridin-4-yl)acetate,49.4,[49.4],['Ejoc202001649-sup-00001-misc_information.pdf']
CCOC(=O)C(C#N)C1=C(F)C2=C(F)C(=C(F)C(=C2C(=C1F)F)F)F,C(CCl)Cl,62325-34-2,"ethyl 2-cyano-2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetate",52,[52.0],['Ejoc202001649-sup-00001-misc_information.pdf']
CCOC(=O)C(C#N)C1=C(F)C2=C(F)C(=C(F)C(=C2C(=C1F)F)F)F,CC#N,62325-34-2,"ethyl 2-cyano-2-(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetate",17.49,"[17.5, 17.48]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CCOC(=O)C(C1=C(C(=C(C(=C1F)F)F)F)F)C(=O)OCC,CC#N,1582-05-4,"diethyl 2-(2,3,4,5,6-pentafluorophenyl)propanedioate",22.86,"[22.85, 22.88, 22.85]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
Cl,CC#N,7647-01-0,chlorane,10.1,"[8.9, 10.3, 10.3, 10.3, 10.3, 10.3, 10.3]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
Cl,CN(C)C=O,7647-01-0,chlorane,2.36,[2.36],['Ejoc202001649-sup-00001-misc_information.pdf']
Cl,O,7647-01-0,chlorane,-5.9,"[-5.9, -5.9]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
Cl,C(CCl)Cl,7647-01-0,chlorane,45.2,"[45.2, 45.2, 45.2]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
Cl,CS(=O)C,7647-01-0,chlorane,-2,"[-2.0, -2.0]","['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
CN(C)[P+](N)(N(C)C)N(C)C,CC#N,-,amino-tris(dimethylamino)phosphanium,25.85,[25.85],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](N)(N(C)C)N(C)C,C1CCOC1,-,amino-tris(dimethylamino)phosphanium,19.7,[19.7],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](N)(N(C)C)N(C)C,O,-,amino-tris(dimethylamino)phosphanium,15.1,[15.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](N)(N(C)C)N(C)C,CS(=O)C,-,amino-tris(dimethylamino)phosphanium,16.4,[16.4],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,O,-,anilino-tris(dimethylamino)phosphanium,10.64,[10.64],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,C1CCOC1,-,anilino-tris(dimethylamino)phosphanium,15.3,[15.3],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,CS(=O)C,-,anilino-tris(dimethylamino)phosphanium,11.1,[11.1],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)[P+](NC1=CC=CC=C1)(N(C)C)N(C)C,CC#N,-,anilino-tris(dimethylamino)phosphanium,21.26,[21.26],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CS(=O)C,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",12.7,[12.7],['Ejoc202001649-sup-00001-misc_information.pdf']
CN(C)C1=C(F)C(=C(NC2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,CC#N,80588-34-7,"2,3,5,6-tetrafluoro-N1,N1-dimethyl-N4-(perfluorophenyl)benzene-1,4-diamine",25.125,"[25.12, 25.13, 25.13, 25.12]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
CN(C)C1=CC=C(C=C1)C(=O)O,CC#N,619-84-1,4-(dimethylamino)benzoic acid,23,[23.0],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
CN1C=[NH+]C2=C1C(N(C)C(N2C)=O)=O,CC#N,,"1,3,7-trimethylpurin-7-ium-2,6-dione",7.51,[7.51],['pKa_values_of_nitrogen_heterocycles.pdf']
CN1C=[NH+]C2=C1C(N(C)C(N2C)=O)=O,O,,"1,3,7-trimethylpurin-7-ium-2,6-dione",0.6,[0.6],['pKa_values_of_nitrogen_heterocycles.pdf']
CN1CCC[NH+]2C1=NCCC2,CC#N,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",25.47,[25.47],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN1CCC[NH+]2C1=NCCC2,C1CCOC1,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",18,[18.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN1CCC[NH+]2C1=NCCC2,O,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",15,[15.0],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
CN1CCC[NH+]2C1=NCCC2,CS(=O)C,-,"1-methyl-3,4,5,6,7,8-hexahydro-2H-pyrimido[1,2-a]pyrimidin-5-ium",14.8,[14.8],['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']
COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,CC#N,3002-30-0,methyl 9H-fluorene-9-carboxylate,23.534,"[23.53, 23.53, 23.54, 23.54, 23.53]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,O,3002-30-0,methyl 9H-fluorene-9-carboxylate,11.5,[11.5],['Ejoc202001649-sup-00001-misc_information.pdf']
COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,CS(=O)C,3002-30-0,methyl 9H-fluorene-9-carboxylate,10.35,"[10.35, 10.35]","['a_unified_view_to_bronsted_acidity_scales.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
COC(=O)C1C2=CC=CC=C2C3=CC=CC=C13,C(CCl)Cl,3002-30-0,methyl 9H-fluorene-9-carboxylate,58.1,"[58.1, 58.1]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
COC1=[NH+]C(=CC=C1)OC,CC#N,,"2,6-dimethoxypyridin-1-ium",7.64,[7.64],['pKa_values_of_nitrogen_heterocycles.pdf']
COC1=C(OC)C=C(C=C1)C(C(C#N)C#N)=C(C#N)C#N,C(CCl)Cl,1261286-75-2,,36.1,[36.1],['leito_acids']
COC1=CC(=CC=C1)S(=O)(=O)N,CC#N,58734-57-9,3-methoxybenzenesulfonamide,24.48,[24.48],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
COC1=CC=C(C=C1)[NH3+],CC#N,,(4-methoxyphenyl)azanium,11.86,[11.86],['pKa_values_of_nitrogen_heterocycles.pdf']
COC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,CC#N,39063-05-3,4-methoxy-N-(trifluoromethylsulfonyl)benzamide,11.6,"[11.6, 11.6]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
COC1=CC=C(C=C1)C(=O)NS(=O)(=O)C(F)(F)F,CC#N,39063-05-3,4-methoxy-N-(trifluoromethylsulfonyl)benzamide,11.6,[11.6],['leito_acids']
COC1=CC=C(C=C1)C(C(C#N)C#N)=C(C#N)C#N,C(CCl)Cl,1261286-76-3,,36.1,[36.1],['leito_acids']
COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,CC#N,500721-87-9,"4-methoxy-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",6.16,"[6.41, 6.09, 6.05, 6.09]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
COC1=CC=C(C=C1)C2=CC3=C(C=CC=C3)C4=C2O[P](=O)(N[S](=O)(=O)C(F)(F)F)OC5=C4C6=CC=CC=C6C=C5C7=CC=C(OC)C=C7,CC#N,1486486-92-3,-,6.375,"[6.35, 6.4]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
COC1=CC=C(C=C1)C2=CC3CCCCC3C4=C2OP(=O)(OC5=C(C=C6CCCCC6=C45)C7=CC=C(C=C7)OC)NS(=O)(=O)C(F)(F)F,CC#N,1071853-99-0,"N-[10,16-bis(4-methoxyphenyl)-13-oxo-12,14-dioxa-13λ5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2,8,10,16-pentaen-13-yl]-1,1,1-trifluoromethanesulfonamide",6.865,"[6.83, 6.9]","['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']"
COC1=CC=C(C=C1)S(=O)(=O)N,CC#N,1129-26-6,4-methoxybenzenesulfonamide,25.09,[25.09],['MeCN_Acids_COSMO-RS_2008_Table.pdf']
COC1=CC=CC=[NH+]1,CC#N,,2-methoxypyridin-1-ium,9.93,[9.93],['pKa_values_of_nitrogen_heterocycles.pdf']
COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC=C(C=C3)C4=CSC=N4,CC#N,1580000-17-4,"N-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]-4-(1,3-thiazol-4-yl)benzamide",24.03,[24.03],['Ejoc202001649-sup-00001-misc_information.pdf']
CS(=O)(=O)O,CC#N,75-75-2,methanesulfonic acid,9.97,"[9.97, 9.97, 9.97]","['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']"
FC(F)(F)[S](=O)(=O)C(C#N)[S](=O)(=O)C(F)(F)F,C(CCl)Cl,174191-48-1,"2,2-bis((trifluoromethyl)sulfonyl)acetonitrile",30,[30.0],['leito_acids']
