,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source (all)
1897,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,489-98-5,"2,4,6-trinitroaniline",23.87,"[23.87, 23.87]","[""['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
1898,O=C([O-])[C@H]1CCC[NH2+:6]1,O,0,0,10.96,[10.96],"[""['hunt_et_al']""]"
1899,COc1ccc(C[C@@H](C)[NH3+:12])cc1OC,O,0,0,9.6,[9.6],"[""['hunt_et_al']""]"
1900,O=C(Cc1ccccc1Br)[OH:10],O,0,0,4.05,[4.05],"[""['hunt_et_al']""]"
1901,CC(C)(O)C[NH3+:5],O,0,0,9.25,[9.25],"[""['hunt_et_al']""]"
1902,CCCCOc1ccc([C@@H](O)C[NH2+:15]C)cc1OC,O,0,0,9.51,[9.51],"[""['hunt_et_al']""]"
1903,O=C(Cc1ccccc1[N+](=O)[O-])[OH:13],O,0,0,4.004,[4.004],"[""['hunt_et_al']""]"
1904,CC(C)(C)c1ccc(CC(=O)[OH:14])cc1,O,0,0,4.42,[4.42],"[""['hunt_et_al']""]"
1905,I,CC#N,10034-85-2,iodane,2.8000000000000003,"[2.8, 2.8, 2.8, 2.8, 2.8, 2.8]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
1906,N#CC(C#N)=C(C#N)NC(C#N)=C(C#N)C#N,C(CCl)Cl,2284-24-4,"2-(1,2,2-tricyanoethenylamino)ethene-1,1,2-tricarbonitrile",33.0,[33.0],"[""['leito_acids']""]"
1907,c1c[nH+]ccn1,C1CCOC1,-,pyrazin-1-ium,1.4,[1.4],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1908,Cc1ccc([N+](=O)[O-])cc1[OH:11],O,0,0,8.64,[8.64],"[""['hunt_et_al']""]"
1909,CCCc1ccccc1[OH:10],O,0,0,10.5,[10.5],"[""['hunt_et_al']""]"
1910,CC1(C)CCCC(C)(C)[NH+:11]1C,O,0,0,11.19,[11.19],"[""['hunt_et_al']""]"
1911,O=C(NC[C@@H](O)C[NH+:23]1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,O,0,0,7.7,[7.7],"[""['hunt_et_al']""]"
1912,CCCCCC(C)(C)[NH3+:9],O,0,0,10.56,[10.56],"[""['hunt_et_al']""]"
1913,CN(C)C(=N)[NH+](C)C,O,-,"(N,N-dimethylcarbamimidoyl)-dimethylazanium",13.3,"[13.6, 13.0]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1914,C[NH2+]C,CC#N,49784-85-2,dimethylazanium,19.03,[19.03],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1915,N#CC(C#N)c1cccc(C(F)(F)F)c1,C(CCl)Cl,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,49.0,"[49.0, 49.0]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
1916,Clc1ccc(C[NH2+:23]C(Cc2ccccc2)Cc2ccccc2)cc1,O,0,0,6.1,[6.1],"[""['hunt_et_al']""]"
1917,c1ccc(-c2cccc([NH3+:13])c2)cc1,O,0,0,4.25,[4.25],"[""['hunt_et_al']""]"
1918,N#Cc1ccc([OH:9])cc1,O,0,0,7.95,[7.95],"[""['hunt_et_al']""]"
1919,C[S@](=O)[OH:3],O,0,0,1.65,[1.65],"[""['hunt_et_al']""]"
1920,CCOC(=O)C(C#N)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,C(CCl)Cl,32251-53-9,"ethyl 2-cyano-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetate",50.6,"[50.6, 50.6]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
1921,c1cnc([OH:7])cn1,O,0,0,8.25,[8.25],"[""['hunt_et_al']""]"
1922,CC(=O)c1cccc([OH:10])c1,O,0,0,9.25,[9.25],"[""['hunt_et_al']""]"
1923,Oc1c(C[NH+:17]2CCCCC2)ccc2cccnc12,O,0,0,10.9,[10.9],"[""['hunt_et_al']""]"
1924,c1cnc2c([OH:11])cncc2c1,O,0,0,8.35,[8.35],"[""['hunt_et_al']""]"
1925,C=CCc1ccc([OH:11])c(OC)c1,O,0,0,10.19,[10.19],"[""['hunt_et_al']""]"
1926,CC(=O)N[C@H](C(=O)O)C(C)(C)[SH:12],O,0,0,9.9,[9.9],"[""['hunt_et_al']""]"
1927,C=C1CCC[N@H+:8](C)C1,O,0,0,9.31,[9.31],"[""['hunt_et_al']""]"
1928,N[NH3+],C1CCOC1,18500-32-8,aminoazanium,13.5,[13.5],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1929,Cc1cccc(C(=O)[OH:11])c1O,O,0,0,2.99,[2.99],"[""['hunt_et_al']""]"
1930,CC(C)C(=O)[OH:6],O,0,0,4.84,[4.84],"[""['hunt_et_al']""]"
1931,C[N+](C)(C)c1ccc(CCC(=O)[OH:15])cc1,O,0,0,4.22,[4.22],"[""['hunt_et_al']""]"
1932,O=[N+]([O-])c1c[nH]c2ccccc12,CC#N,4770-03-0,3-nitro-1H-indole,22.77,"[22.77, 22.77]","[""['pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf']""]"
1933,CC(C)[NH2+:12]C[C@H](O)c1ccc([N+](=O)[O-])cc1,O,0,0,9.27,[9.27],"[""['hunt_et_al']""]"
1934,COc1ccc(C[NH3+:9])cc1,O,0,0,9.47,[9.47],"[""['hunt_et_al']""]"
1935,O=[N+]([O-])c1ccc([NH:13]S(=O)(=O)c2ccccc2)cc1,O,0,0,6.2,[6.2],"[""['hunt_et_al']""]"
1936,C[NH2+:10]CCc1ccc(O)c(O)c1,O,0,0,8.9,[8.9],"[""['hunt_et_al']""]"
1937,Cc1ccc(C[NH2+:15]c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O,0,0,-4.7,[-4.7],"[""['hunt_et_al']""]"
1938,Cc1cc(Cl)c([OH:8])c(Cl)c1,O,0,0,7.19,[7.19],"[""['hunt_et_al']""]"
1939,O=C(Cc1ccc(Cl)cc1)[OH:10],O,0,0,4.19,[4.19],"[""['hunt_et_al']""]"
1940,COc1cccc(C(=O)[OH:11])c1CO,O,0,0,3.58,[3.58],"[""['hunt_et_al']""]"
1941,c1c[nH][nH+]c1,CC#N,,1H-pyrazol-2-ium,9.1,"[9.1, 9.1]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1942,Oc1ccccc1,CS(=O)C,108-95-2,phenol,18.0,[18.0],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
1943,c1ccc2[nH+][nH]nc2c1,O,-,2H-benzotriazol-1-ium,0.42,"[0.42, 0.42]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1944,O=S(=O)(NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC#N,1535-93-9,"2,3,4,5,6-pentafluoro-N-(2,3,4,5,6-pentafluorophenyl)sulfonylbenzenesulfonamide",5.11,"[5.11, 5.11]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'leito_acids']""]"
1945,CCOC(=O)N1CCC2(CC1)Nc1cccc(F)c1C(N)=[NH+:16]2,O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
1946,O=S(=O)(N=P1(NP2(=NS(=O)(=O)C(F)(F)F)Oc3c(-c4ccccc4)cc4ccccc4c3-c3c(c(-c4ccccc4)cc4ccccc34)O2)OC2=C(c3ccccc3)CC3C=CC=CC3=C2c2c(c(-c3ccccc3)cc3ccccc23)O1)C(F)(F)F,CC#N,2016814-95-0,,4.5,[4.5],"[""['leito_acids']""]"
1947,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1[OH:9],O,0,0,11.57,[11.57],"[""['hunt_et_al']""]"
1948,CC(C)(C)c1cccc(C(C)(C)C)c1[OH:15],O,0,0,11.7,[11.7],"[""['hunt_et_al']""]"
1949,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[OH:19])ccc21,O,0,0,0.378,[0.378],"[""['hunt_et_al']""]"
1950,COc1cc(OC)cc([OH:9])c1,O,0,0,9.345,[9.345],"[""['hunt_et_al']""]"
1951,CC1=N[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)[NH+:21]=C1N,O,0,0,6.04,[6.04],"[""['hunt_et_al']""]"
1952,Cc1ncoc1C(=O)[OH:9],O,0,0,2.88,[2.88],"[""['hunt_et_al']""]"
1953,CN(C)C(=O)C(CC[NH+:30]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,O,0,0,9.14,[9.14],"[""['hunt_et_al']""]"
1954,Fc1cccc([NH3+:7])c1,O,0,0,3.5,[3.5],"[""['hunt_et_al']""]"
1955,O=[N+]([O-])c1cc([N+](=O)[O-])c([OH:16])c([N+](=O)[O-])c1,O,0,0,0.29,[0.29],"[""['hunt_et_al']""]"
1956,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C[NH+:27]2C[C@@H]3CNC[C@H](C2)O3)ccc1Cl,O,0,0,10.0,[10.0],"[""['hunt_et_al']""]"
1957,CC(C)[NH3+],CS(=O)C,,propan-2-ylazanium,10.9,[10.9],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1958,[H]/N=C(/N)SCCc1cccc(CCSC(N)=[NH2+:13])c1,O,0,0,11.0,[11.0],"[""['hunt_et_al']""]"
1959,O=C(c1cccc(I)c1CO)[OH:10],O,0,0,3.18,[3.18],"[""['hunt_et_al']""]"
1960,COC(=O)c1cccc([NH3+:9])c1,O,0,0,3.55,[3.55],"[""['hunt_et_al']""]"
1961,FC(F)(F)C[SH:6],O,0,0,7.3,[7.3],"[""['hunt_et_al']""]"
1962,Clc1ccc([NH3+:7])c(Cl)c1,O,0,0,2.0,[2.0],"[""['hunt_et_al']""]"
1963,CC[C@@H](C)[NH+:22]1CCC(c2ccccc2)(c2ccccc2)CC1,O,0,0,9.67,[9.67],"[""['hunt_et_al']""]"
1964,NS(=O)(=O)c1ccccc1,CN(C)C=O,98-10-2,benzenesulfonamide,17.06,[17.06],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
1965,O=C(c1c(Br)cc(Br)cc1Br)[OH:9],O,0,0,1.41,[1.41],"[""['hunt_et_al']""]"
1966,CC(C)(C)[NH+:7](C)C,O,0,0,10.29,[10.29],"[""['hunt_et_al']""]"
1967,O=[S@@](Cc1cccc[nH+:14]1)c1nc2ccccc2[nH]1,O,0,0,3.1,[3.1],"[""['hunt_et_al']""]"
1968,C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)[OH:23])cn(CCF)c3c2F)CC1,O,0,0,5.6,[5.6],"[""['hunt_et_al']""]"
1969,O=C(c1nc(-c2ccccc2)oc1-c1ccccc1)[OH:20],O,0,0,3.4,[3.4],"[""['hunt_et_al']""]"
1970,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@@H](c3ccc(O)cc3)[NH3+:18])[C@H]2SC1,O,0,0,7.0,[7.0],"[""['hunt_et_al']""]"
1971,O=C(c1ccccc1)[OH:9],O,0,0,3.98,[3.98],"[""['hunt_et_al']""]"
1972,CC[NH2+:10]c1ccc(C)cc1,O,0,0,5.72,[5.72],"[""['hunt_et_al']""]"
1973,C[NH+:23]1CCN(CC(=O)N2c3ccccc3C(=O)[N-]c3cccnc32)CC1,O,0,0,10.71,[10.71],"[""['hunt_et_al']""]"
1974,Ic1cc(I)cc([NH3+:7])c1,O,0,0,2.368,[2.368],"[""['hunt_et_al']""]"
1975,COc1ccc2cc([NH3+:12])ccc2c1,O,0,0,4.64,[4.64],"[""['hunt_et_al']""]"
1976,C[NH+:10]1CC2CCC(CC2)C1,O,0,0,10.24,[10.24],"[""['hunt_et_al']""]"
1977,Nc1ccc(CC(=O)[OH:11])cc1,O,0,0,3.6,[3.6],"[""['hunt_et_al']""]"
1978,O=S(=O)(O)F,CC#N,7789-21-1,sulfurofluoridic acid,3.38,[3.38],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
1979,CC(C)c1cc([OH:12])c(=O)c(Br)cc1Br,O,0,0,4.28,[4.28],"[""['hunt_et_al']""]"
1980,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,CC#N,88-89-1,"2,4,6-trinitrophenol",11.0,"[11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'DCE_2011_pKa_Table_MeCN.pdf', 'a_unified_view_to_bronsted_acidity_scales.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
1981,Clc1ccccc1C(c1ccccc1)=[NH2+:14],O,0,0,5.59,[5.59],"[""['hunt_et_al']""]"
1982,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CC[NH2+:24]CC2)ncc1Cl,O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
1983,Oc1ccccc1Br,CC#N,95-56-7,2-bromophenol,23.92,[23.92],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
1984,Cc1ccc(S(=O)(=O)[NH:18]C(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,O,0,0,5.98,[5.98],"[""['hunt_et_al']""]"
1985,O=C(c1ccc(O)cc1O)[OH:11],O,0,0,3.22,[3.22],"[""['hunt_et_al']""]"
1986,Cc1ccccc1CC(=O)[OH:11],O,0,0,4.35,[4.35],"[""['hunt_et_al']""]"
1987,Cc1ccc(-c2cnc([OH:14])nc2)cc1,O,0,0,8.74,[8.74],"[""['hunt_et_al']""]"
1988,N#Cc1cc(Br)c([OH:9])c(Br)c1,O,0,0,3.95,[3.95],"[""['hunt_et_al']""]"
1989,Oc1ccccc1C(F)(F)F,CC#N,444-30-4,2-(trifluoromethyl)phenol,24.89,"[24.88, 24.9, 24.9, 24.88]","[""['MeCN_Acids_COSMO-RS_2008_Table.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
1990,Cc1c(Cl)cccc1[NH3+:8],O,0,0,2.49,[2.49],"[""['hunt_et_al']""]"
1991,C[NH2+:9]Cc1ccccn1,O,0,0,8.82,[8.82],"[""['hunt_et_al']""]"
1992,O=C(C(Br)(Br)Br)[OH:4],O,0,0,-0.147,[-0.147],"[""['hunt_et_al']""]"
1993,COC(=O)C[C@](C)(Cc1ccccc1)C(=O)[OH:16],O,0,0,4.65,[4.65],"[""['hunt_et_al']""]"
1994,c1ccc([NH+](c2ccccc2)c2ccccc2)cc1,O,-,triphenylazanium,-3.91,[-3.91],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
1995,O=[S@@](Cc1ccccc1)[OH:9],O,0,0,1.45,[1.45],"[""['hunt_et_al']""]"
1996,Cc1c(F)c(F)c(Nc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CS(=O)C,80588-36-9,"2,3,5,6-tetrafluoro-4-methyl-N-(2,3,4,5,6-pentafluorophenyl)aniline",12.3,[12.3],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
1997,CC(C)C[NH+:10]1CCCCC1,O,0,0,10.44,[10.44],"[""['hunt_et_al']""]"
1998,N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2c(F)ccc(F)c2C(N)=[NH+:22]3)cn1,O,0,0,8.4,[8.4],"[""['hunt_et_al']""]"
1999,OC1(c2c(F)c(F)c(F)c(F)c2F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,CC#N,217825-01-9,"2,2,3,3,4,4,5,5,6,6-decafluoro-1-(2,3,4,5,6-pentafluorophenyl)cyclohexan-1-ol",22.0,[22.0],"[""['leito_acids']""]"
2000,C[NH+](C)c1ccccc1,CC#N,-,dimethyl(phenyl)azanium,11.45,"[11.43, 11.47]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2001,CCC[NH+](CC)CC,O,-,diethyl(propyl)azanium,10.5,[10.5],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2002,CC(C)c1ccc(Br)c(=O)c([OH:12])c1Br,O,0,0,4.44,[4.44],"[""['hunt_et_al']""]"
2003,CC(C)C[NH+:9]1CCOCC1,O,0,0,7.82,[7.82],"[""['hunt_et_al']""]"
2004,O=[N+]([O-])c1cccc(S(=O)(=O)NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c1,CC#N,1171188-92-3,"2,3,4,5,6-pentafluoro-N-((3-nitrophenyl)sulfonyl)benzenesulfonamide",6.705,"[6.73, 6.68, 6.68, 6.73]","[""['DCE_2011_pKa_Table_MeCN.pdf', 'pKa_values_of_acids_in_acetonitrile.pdf', 'Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
2005,O=C(N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)[NH:26]S(=O)(=O)c1ccccc1,O,0,0,3.3,[3.3],"[""['hunt_et_al']""]"
2006,CCCCC(=O)[OH:7],O,0,0,4.85,[4.85],"[""['hunt_et_al']""]"
2007,CCCSc1ccc2nc([NH:15]C(=O)OC)[nH]c2c1,O,0,0,10.5,[10.5],"[""['hunt_et_al']""]"
2008,CC1=CNC(=O)[NH2+]C1=O,CC#N,,"5-methyl-1H-pyrimidin-3-ium-2,4-dione",2.7,[2.7],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
2009,C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[OH:25])cn1c23,O,0,0,6.06,[6.06],"[""['hunt_et_al']""]"
2010,CC(C)CC[NH3+:6],O,0,0,10.6,[10.6],"[""['hunt_et_al']""]"
2011,CC(=O)CC[NH+:7](C)C,O,0,0,8.4,[8.4],"[""['hunt_et_al']""]"
2012,Oc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CS(=O)C,349-58-6,"3,5-bis(trifluoromethyl)phenol",13.2,[13.2],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2013,N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C(CCl)Cl,42238-34-6,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",55.7,[55.7],"[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf']""]"
2014,c1ccc2[nH+]cccc2c1,CC#N,-,quinolin-1-ium,11.965,"[11.96, 11.97]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2015,CCC[NH+](CCC)[C@@H]1CCc2c(cccc2[OH:18])C1,O,0,0,9.25,[9.25],"[""['hunt_et_al']""]"
2016,C1=C[NH2+]C=N1,CC#N,-,1H-imidazol-1-ium,15.06,"[15.05, 15.07]","[""['pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2017,Clc1ccc(Cl)c([OH:7])c1,O,0,0,7.51,[7.51],"[""['hunt_et_al']""]"
2018,CC(=O)SCC[NH+:7](C)C,O,0,0,8.27,[8.27],"[""['hunt_et_al']""]"
2019,CC(C)C[NH3+],CS(=O)C,58471-06-0,2-methylpropylazanium,10.9,[10.9],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2020,CN1CC[NH+:24](CC(=O)N2c3ccccc3C(=O)[N-]c3cccnc32)CC1,O,0,0,10.71,[10.71],"[""['hunt_et_al']""]"
2021,CC[C@@H](C)Nc1nc(C)cc(C)[nH+:11]1,O,0,0,5.12,[5.12],"[""['hunt_et_al']""]"
2022,[NH3+]c1ccccc1,CC#N,65756-50-5,phenylazanium,10.626666666666667,"[10.62, 10.62, 10.64]","[""['pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf', 'pKa_values_of_nitrogen_heterocycles.pdf', 'Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2023,C[NH+](C)[C@@H]1CCc2c(ccc(O)c2[OH:15])C1,O,0,0,8.85,[8.85],"[""['hunt_et_al']""]"
2024,C[NH+:8]1CCCCCC1,O,0,0,10.3,[10.3],"[""['hunt_et_al']""]"
2025,CN(C)CCC[NH+](C)C,C1CCOC1,-,3-(dimethylamino)propyl-dimethylazanium,13.0,[13.0],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2026,COc1ccc(OC)c(C[C@H](CO)[NH3+:12])c1,O,0,0,9.18,[9.18],"[""['hunt_et_al']""]"
2027,Cc1c(F)c(F)c(C(C#N)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C(CCl)Cl,52345-34-3,"2-(2,3,4,5,6-pentafluorophenyl)-2-(2,3,5,6-tetrafluoro-4-methylphenyl)acetonitrile",56.7,[56.7],"[""['leito_acids']""]"
2028,CCn1cc(C(=O)[OH:23])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21,O,0,0,6.28,[6.28],"[""['hunt_et_al']""]"
2029,CCCCNc1nccc[nH+:9]1,O,0,0,4.14,[4.14],"[""['hunt_et_al']""]"
2030,[NH3+]C1(C(=O)[OH:10])CCCCC1,O,0,0,2.66,[2.66],"[""['hunt_et_al']""]"
2031,c1ccc2ncc([OH:11])cc2c1,O,0,0,8.08,[8.08],"[""['hunt_et_al']""]"
2032,C[NH+](C)C,O,,trimethylazanium,9.76,[9.76],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2033,OC(c1c(F)c(F)c(F)c(F)c1F)(C(F)(F)F)C(F)(F)F,CC#N,13732-52-0,"1,1,1,3,3,3-hexafluoro-2-(2,3,4,5,6-pentafluorophenyl)propan-2-ol",22.15,[22.15],"[""['leito_acids']""]"
2034,C[C@@H](C=C(c1cccs1)c1cccs1)[NH+:15](C)C,O,0,0,8.9,[8.9],"[""['hunt_et_al']""]"
2035,O=Cc1cccc([OH:9])c1,O,0,0,9.0,[9.0],"[""['hunt_et_al']""]"
2036,N#CC(CC[NH+:22]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.04,[6.04],"[""['hunt_et_al']""]"
2037,C/C=C/C[OH:5],O,0,0,15.8,[15.8],"[""['hunt_et_al']""]"
2038,Cc1cc(Cl)ccc1OCC(=O)[OH:11],O,0,0,3.28,[3.28],"[""['hunt_et_al']""]"
2039,C[C@H]([C@@H](O)c1ccccc1)[NH+:12](C)C,O,0,0,9.2,[9.2],"[""['hunt_et_al']""]"
2040,CC[C@H](c1ccc(Cl)cc1)[NH3+:10],O,0,0,9.1,[9.1],"[""['hunt_et_al']""]"
2041,O=[N+]([O-])c1ccc(S(=O)(=O)NS(=O)(=O)C(F)(F)F)cc1,C(CCl)Cl,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,37.1,"[37.1, 37.1]","[""['Ejoc202001649-sup-00001-misc_information.pdf']"", ""['leito_acids']""]"
2042,CCCCCC[NH3+:7],O,0,0,10.64,[10.64],"[""['hunt_et_al']""]"
2043,CCCC[NH2+]CCCC,CS(=O)C,-,dibutylazanium,10.0,[10.0],"[""['Bases_pKa_values_MeCN_DMSO_THF_Water.pdf']""]"
2044,O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c([OH:21])c(Br)c2)c([N+](=O)[O-])c1,O,0,0,5.46,[5.46],"[""['hunt_et_al']""]"
2045,O=C(COc1cc(Cl)c(Cl)cc1Cl)[OH:10],O,0,0,2.85,[2.85],"[""['hunt_et_al']""]"
2046,O=[N+]([O-])Cc1ccc([N+](=O)[O-])cc1,CC#N,1610-26-0,1-nitro-4-(nitromethyl)benzene,20.7,[20.7],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2047,FC(F)C(F)(F)Oc1ccc([NH3+:9])cc1,O,0,0,3.98,[3.98],"[""['hunt_et_al']""]"
2048,c1cc2c(cc1[OH:10])CCC2,O,0,0,10.32,[10.32],"[""['hunt_et_al']""]"
2049,c1ccc(C(CC[NH+:21]2CCCCC2)c2ccccc2)cc1,O,0,0,8.91,[8.91],"[""['hunt_et_al']""]"
2050,Oc1c(Cl)cc(Cl)cc1Cl,CC#N,88-06-2,"2,4,6-trichlorophenol",22.5,[22.5],"[""['MeCN_Acids_COSMO-RS_2008_Table.pdf']""]"
2051,CC[C@@H]1CCC[N@H+:8]1C,O,0,0,9.78,[9.78],"[""['hunt_et_al']""]"
2052,O=C(c1ccc(C(F)(F)F)cc1)N(c1ccccc1)[OH:17],O,0,0,7.98,[7.98],"[""['hunt_et_al']""]"
2053,O=C([O-])C1([NH3+:8])CCCCC1,O,0,0,10.03,[10.03],"[""['hunt_et_al']""]"
2054,N#CC(c1ccc(C(F)(F)F)cc1)c1c(F)c(F)c(F)c(F)c1F,C(CCl)Cl,42238-35-7,2-(perfluorophenyl)-2-(4-(trifluoromethyl)phenyl)acetonitrile,52.3,[52.3],"[""['Ejoc202001649-sup-00001-misc_information.pdf']""]"
2055,CC(C)c1cccc(=O)c([OH:12])c1Br,O,0,0,4.68,[4.68],"[""['hunt_et_al']""]"
2056,ClCC[NH+:7](CCCl)CCCl,O,0,0,4.37,[4.37],"[""['hunt_et_al']""]"
2057,O=C(c1cccc(Cl)c1CO)[OH:10],O,0,0,3.27,[3.27],"[""['hunt_et_al']""]"
2058,C[NH+:4](C)C,O,0,0,9.8,[9.8],"[""['hunt_et_al']""]"
2059,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)[OH:15],O,0,0,2.82,[2.82],"[""['hunt_et_al']""]"
2060,C[C@@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[OH:25])cn1c23,O,0,0,6.08,[6.08],"[""['hunt_et_al']""]"
2061,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCC[NH+:34]3CCOCC3)c3ccccc23)cc1,O,0,0,6.41,[6.41],"[""['hunt_et_al']""]"
2062,c1ccc2c(c1)ccc1ccc[nH+]c12,O,,benzo[h]quinolin-1-ium,4.25,[4.25],"[""['pKa_values_of_nitrogen_heterocycles.pdf']""]"
2063,O=[N+]([O-])c1cc(S(=O)(=O)NS(=O)(=O)c2ccc(Cl)cc2)ccc1Cl,CC#N,1171188-83-2,-,8.775,"[8.75, 8.8]","[""['Ejoc202001649-sup-00001-misc_information.pdf', 'leito_acids']""]"
2064,CNc1nc(Cl)cc[nH+:6]1,O,0,0,2.59,[2.59],"[""['hunt_et_al']""]"
2065,CCOC(=O)c1cnn(C)c1S(=O)(=O)[NH:20]C(=O)Nc1nc(OC)cc(OC)n1,O,0,0,3.7,[3.7],"[""['hunt_et_al']""]"
